Reading /home/ssamal/workspace/conexpng/codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:8
	Completed reading 990 records
No of Objects: 1000
No of attributes: 64
No of concepts: 2080
Read time: 15119ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o6.0_262      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [6.0]
o5.0_717      {128}    [[0.10, 0.09, 0.07, 0.10, 0.08, 0.11, 0.10, 0.10, 0.07, 0.12]]    [[9.0]]      [5.0]
o1.0_245      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o6.0_268      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [6.0]
o6.0_266       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [6.0]
 o6.0_59       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [6.0]
o8.0_888      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [8.0]
 o3.0_52      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [3.0]
o8.0_886       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [8.0]
 o3.0_50      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [3.0] _/
o3.0_989       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [3.0]
o8.0_894      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [8.0]
o1.0_497      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [1.0]
o1.0_495       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [1.0]
o1.0_259      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [1.0] _/
o1.0_499      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [1.0]
o6.0_279      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [6.0]
o6.0_438       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [6.0]
o3.0_719      {128}    [[0.10, 0.09, 0.07, 0.10, 0.08, 0.11, 0.10, 0.10, 0.07, 0.12]]    [[9.0]]      [3.0]
o8.0_465       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [8.0]
o1.0_261      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [1.0] _/
o3.0_964      {124}    [[0.06, 0.14, 0.11, 0.11, 0.08, 0.08, 0.08, 0.08, 0.10, 0.12]]    [[1.0]]      [3.0]
o3.0_721       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [3.0]
o3.0_962      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [3.0]
o8.0_463      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [8.0]
o6.0_440      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [6.0]
o6.0_445      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [6.0]
o6.0_443      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [6.0]
o0.0_734      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [0.0]
o0.0_736      {132}    [[0.12, 0.09, 0.06, 0.06, 0.12, 0.09, 0.10, 0.09, 0.12, 0.09]]    [[0.0]]      [0.0] _/
o0.0_979      {144}    [[0.09, 0.11, 0.11, 0.08, 0.09, 0.12, 0.06, 0.09, 0.09, 0.10]]    [[5.0]]      [0.0]
o4.0_246      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [4.0]
o4.0_488      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o4.0_248       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o7.0_911      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [7.0]
o7.0_913      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [7.0]
o4.0_486      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [4.0]
o8.0_475       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [8.0]
o6.0_452       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [6.0]
o6.0_450       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [6.0]
o1.0_278      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [1.0]
o7.0_905      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [7.0]
o4.0_274       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [4.0]
o2.0_290       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o3.0_938       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [3.0]
o0.0_981       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [0.0]
o1.0_280      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [1.0]
o4.0_276      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [4.0]
o7.0_903       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [7.0]
o1.0_284      {136}    [[0.05, 0.13, 0.13, 0.12, 0.10, 0.06, 0.08, 0.11, 0.07, 0.11]]    [[1.0]]      [1.0] _/
o8.0_685      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [8.0]
o1.0_282      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [1.0]
o8.0_683      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [8.0]
o3.0_940      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [3.0]
o5.0_917       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [5.0]
o2.0_292       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o5.0_915      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
o5.0_910      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [5.0]
o2.0_298       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o5.0_912      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
o0.0_756      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [0.0]
o4.0_263      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [4.0]
o0.0_754      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [0.0]
o8.0_208       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [8.0]
o4.0_269      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o8.0_206      {128}    [[0.10, 0.09, 0.07, 0.10, 0.08, 0.11, 0.10, 0.10, 0.07, 0.12]]    [[9.0]]      [8.0]
o4.0_265       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
 o3.0_97      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [3.0]
o8.0_689      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [8.0]
o4.0_267       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
 o3.0_95       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [3.0]
o8.0_687      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [8.0]
o6.0_470      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [6.0]
o6.0_472       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [6.0]
o6.0_235      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [6.0]
o2.0_704      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [2.0] _/
o9.0_227       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
o2.0_951       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o9.0_229      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [9.0]
o2.0_953      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [2.0]
o2.0_939       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o3.0_924       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [3.0]
o3.0_922       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [3.0]
o8.0_277      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [8.0]
o8.0_275       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [8.0]
o8.0_273       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [8.0]
o2.0_941      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [2.0] _/
o2.0_702       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o8.0_271      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [8.0]
o9.0_494       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
o9.0_253      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [9.0]
o9.0_496      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [9.0]
o9.0_490      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [9.0]
o8.0_477       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [8.0]
o9.0_492       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
o9.0_251       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
o2.0_931      {136}    [[0.08, 0.09, 0.12, 0.15, 0.13, 0.05, 0.06, 0.09, 0.06, 0.12]]    [[3.0]]      [2.0]
o2.0_933      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [2.0]
o3.0_908      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [3.0]
o3.0_906      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [3.0]
o9.0_480       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o3.0_900       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [3.0]
o8.0_498      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [8.0]
o9.0_478       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
 o6.0_61       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [6.0]
 o6.0_62       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [6.0]
 o6.0_64      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [6.0]
o9.0_270      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [9.0]
o9.0_272       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o6.0_281      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [6.0]
 o3.0_32      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [3.0]
 o3.0_30       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [3.0]
 o3.0_29       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [3.0]
 o3.0_23      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [3.0]
 o3.0_24      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [3.0]
 o3.0_21      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [3.0]
 o3.0_22      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [3.0]
 o3.0_27      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [3.0]
 o3.0_25      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [3.0]
 o6.0_82      {148}    [[0.10, 0.10, 0.10, 0.04, 0.08, 0.13, 0.09, 0.06, 0.10, 0.16]]    [[9.0]]      [6.0]
 o6.0_84      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [6.0]
 o3.0_19       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [3.0]
 o3.0_17       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [3.0]
 o3.0_15      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [3.0]
o8.0_296       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [8.0]
o8.0_294       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [8.0]

Objects classified correctly: 142
Total objects: 1000
Success: 14.2%
